kp,ki,Max power rate of G15.02 (max=341.165MW/min),Max power rate of G16.01 (max=686.878MW/min),Max power rate of G17.02 (max=95.200MW/min),Max power rate of G23.01 (max=485.898MW/min),Max power rate of G26.01 (max=356.785MW/min),Exceed max power rate or not?
2.9,0.08,569.6744,1197.1971,158.2903,823.7013,627.118,Exceed
2.9,0.08,568.485,1198.2748,159.6752,810.7982,620.3751,Exceed
2.9,0.08,580.8124,1184.1133,159.515,806.9614,613.2399,Exceed
3.0,0.01,394.3034,791.5643,109.0705,553.6967,415.2807,Exceed
3.0,0.01,397.0031,828.3752,114.5832,568.3154,433.7837,Exceed
3.0,0.01,597.1206,1224.6071,162.5261,830.6529,634.6012,Exceed
3.0,0.02,397.778,800.9318,110.3372,560.0902,420.1377,Exceed
3.0,0.02,398.324,836.3898,115.6146,575.1746,439.035,Exceed
3.0,0.02,599.5491,1227.6157,164.0961,833.7197,635.8401,Exceed
3.0,0.03,401.2522,810.2958,111.6035,566.4814,424.9929,Exceed
3.0,0.03,607.1735,1288.0119,170.5499,869.3088,666.9055,Exceed
3.0,0.03,639.6884,1137.2368,152.2878,803.8839,618.9952,Exceed
3.0,0.04,404.7258,819.6562,112.8692,574.0934,430.4727,Exceed
3.0,0.04,588.3767,1203.9048,159.546,839.7112,648.7482,Exceed
3.0,0.04,613.3162,1254.8685,168.595,852.0948,649.9859,Exceed
3.0,0.05,408.1989,829.013,114.1345,581.9479,436.4194,Exceed
3.0,0.05,574.5712,1210.5582,161.0004,822.3375,628.5111,Exceed
3.0,0.05,647.0962,1081.6817,141.1083,828.1311,635.9812,Exceed
3.0,0.06,412.5442,838.3662,115.3993,589.7959,442.3613,Exceed
3.0,0.06,587.9272,1240.624,165.1185,839.3145,642.6623,Exceed
3.0,0.06,566.3517,1108.3283,149.129,754.4209,574.0223,Exceed
3.0,0.07,620.5359,1303.0057,172.3741,896.2839,682.5261,Exceed
3.0,0.07,557.5994,1166.7071,156.2892,793.0518,605.2908,Exceed
3.0,0.07,576.8166,1174.3381,157.6269,799.1902,608.1059,Exceed
3.0,0.08,584.357,1227.3787,162.3191,845.3231,642.9573,Exceed
3.0,0.08,603.8591,1272.822,169.7293,861.0502,658.9817,Exceed
3.0,0.08,610.3355,1244.2521,166.8006,846.6154,644.1966,Exceed
3.1,0.01,406.8157,814.9826,112.3063,570.1532,427.5909,Exceed
3.1,0.01,410.212,854.6502,118.277,585.4601,446.8758,Exceed
3.1,0.01,617.8553,1206.8907,161.0928,818.1683,624.9396,Exceed
3.1,0.02,410.2861,824.3246,113.5695,576.5295,432.4348,Exceed
3.1,0.02,613.3244,1299.8415,172.2762,878.4159,672.2282,Exceed
3.1,0.02,647.4195,1127.4771,150.9052,828.8178,637.0374,Exceed
3.1,0.03,413.756,833.663,114.8323,582.9034,437.2767,Exceed
3.1,0.03,603.066,1274.5258,169.1949,863.3021,661.1523,Exceed
3.1,0.03,606.4653,1238.0891,166.2778,839.7775,641.045,Exceed
3.1,0.04,417.2254,842.9978,116.0946,589.2748,442.1168,Exceed
3.1,0.04,599.872,1264.5167,168.1387,858.6585,656.6551,Exceed
3.1,0.04,667.6857,1362.337,183.2022,925.8848,704.9971,Exceed
3.1,0.05,420.6943,852.329,117.3563,596.5172,447.2844,Exceed
3.1,0.05,643.2406,1357.3771,180.4912,920.1426,704.2538,Exceed
3.1,0.05,636.299,1103.8759,148.7883,770.9387,594.3528,Exceed
3.1,0.06,596.2297,1246.7619,165.6609,855.9472,653.4075,Exceed
3.1,0.06,636.0729,1342.2405,178.7277,908.414,695.5073,Exceed
3.1,0.06,596.8924,1164.2758,157.2249,791.2274,602.8012,Exceed
3.1,0.07,637.7322,1332.7119,177.1761,916.3854,698.4202,Exceed
3.1,0.07,582.5316,1226.0446,163.7818,829.396,637.4605,Exceed
3.1,0.07,604.7336,1228.1873,166.1359,836.2849,635.7579,Exceed
3.1,0.08,606.1724,1251.7395,168.2525,853.8406,656.2487,Exceed
3.1,0.08,639.9143,1349.4227,180.0364,913.2878,698.4712,Exceed
3.1,0.08,639.5941,1300.5799,175.5464,885.3916,672.8516,Exceed
